,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
0,Afghanistan,AFG,2021-05-11,504502.0,448878.0,55624.0,12,40064421.0,1.120390582956384
1,Afghanistan,AFG,2021-05-20,547901.0,470341.0,77560.0,10,40064421.0,1.1739618051637388
2,Afghanistan,AFG,2021-05-24,573277.0,476367.0,96910.0,10,40064421.0,1.189002581617241
3,Afghanistan,AFG,2021-05-26,590454.0,479372.0,111082.0,19,40064421.0,1.1965030020026997
4,Afghanistan,AFG,2021-05-27,593313.0,479574.0,113739.0,14,40064421.0,1.1970071899953327
5,Afghanistan,AFG,2021-05-30,600152.0,480226.0,119926.0,20,40064421.0,1.1986345690606635
6,Afghanistan,AFG,2021-06-02,626290.0,481690.0,144600.0,34,40064421.0,1.2022886840171731
7,Afghanistan,AFG,2021-06-03,630305.0,481800.0,148505.0,27,40064421.0,1.202563241834944
8,Afghanistan,AFG,2021-06-08,641295.0,482952.0,158343.0,64,40064421.0,1.2054386109810498
9,Afghanistan,AFG,2021-06-14,662003.0,484737.0,177266.0,85,40064421.0,1.209893935569417
10,Afghanistan,AFG,2021-06-22,765890.0,582128.0,183762.0,78,40064421.0,1.4529799394829643
11,Afghanistan,AFG,2021-06-27,835694.0,649434.0,186260.0,56,40064421.0,1.62097438023627
12,Afghanistan,AFG,2021-06-30,886854.0,699200.0,187654.0,77,40064421.0,1.745189328955983
13,Afghanistan,AFG,2021-07-05,915671.0,726349.0,189322.0,84,40064421.0,1.8129526943619128
14,Afghanistan,AFG,2021-07-07,934463.0,735213.0,199250.0,55,40064421.0,1.8350770625138946
15,Afghanistan,AFG,2021-07-11,962093.0,742934.0,219159.0,86,40064421.0,1.8543485253412249
16,Afghanistan,AFG,2021-08-20,1201286.0,770542.0,430744.0,7,40064421.0,1.9232575456413061
17,Albania,ALB,2021-02-02,550.0,549.0,1.0,13,2871560.0,0.019118527908175347
18,Albania,ALB,2021-02-09,1127.0,689.0,438.0,12,2871560.0,0.02399392664614356
19,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,15,2871560.0,0.037958461602752507
20,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,18,2871560.0,0.08490158659404645
21,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,13,2871560.0,0.21148783239772112
22,Albania,ALB,2021-05-11,622507.0,440921.0,181586.0,4,2871560.0,15.354754906740586
23,Albania,ALB,2021-05-12,632676.0,444755.0,187921.0,4,2871560.0,15.488271183607516
24,Albania,ALB,2021-05-13,638338.0,445402.0,192936.0,3,2871560.0,15.510802490632269
25,Albania,ALB,2021-05-14,653330.0,448571.0,204759.0,3,2871560.0,15.621160623493848
26,Albania,ALB,2021-05-17,680083.0,456980.0,223103.0,3,2871560.0,15.913997966262242
27,Albania,ALB,2021-05-18,688947.0,460191.0,228756.0,3,2871560.0,16.02581871874521
28,Albania,ALB,2021-05-19,697811.0,463402.0,234409.0,1,2871560.0,16.137639471228184
29,Albania,ALB,2021-05-20,703743.0,466083.0,237660.0,2,2871560.0,16.231003357060274
30,Albania,ALB,2021-05-21,708846.0,469169.0,239677.0,2,2871560.0,16.338471074955773
31,Albania,ALB,2021-05-23,716616.0,472840.0,243776.0,1,2871560.0,16.46631099472064
32,Albania,ALB,2021-05-24,725135.0,475237.0,249898.0,2,2871560.0,16.549784785969994
33,Albania,ALB,2021-05-26,748986.0,479789.0,269197.0,2,2871560.0,16.70830489350736
34,Albania,ALB,2021-05-27,759043.0,481788.0,277255.0,0,2871560.0,16.77791862263021
35,Albania,ALB,2021-05-30,772204.0,485162.0,287042.0,1,2871560.0,16.89541573221524
36,Albania,ALB,2021-05-31,776461.0,486128.0,290333.0,1,2871560.0,16.929055983507222
37,Albania,ALB,2021-06-01,780342.0,487078.0,293264.0,1,2871560.0,16.96213904637201
38,Albania,ALB,2021-06-03,787321.0,490050.0,297271.0,0,2871560.0,17.065636796723734
39,Albania,ALB,2021-06-06,798624.0,492522.0,306102.0,0,2871560.0,17.15172240872557
40,Albania,ALB,2021-06-07,803682.0,493346.0,310336.0,0,2871560.0,17.180417612726185
41,Albania,ALB,2021-06-08,809992.0,494437.0,315555.0,1,2871560.0,17.218410898605637
42,Albania,ALB,2021-06-09,816556.0,496024.0,320532.0,0,2871560.0,17.273677025728176
43,Albania,ALB,2021-06-10,823053.0,498437.0,324616.0,0,2871560.0,17.357708005404728
44,Albania,ALB,2021-06-11,830281.0,501735.0,328546.0,0,2871560.0,17.47255846996058
45,Albania,ALB,2021-06-12,834868.0,503721.0,331147.0,1,2871560.0,17.54171948348633
46,Albania,ALB,2021-06-13,836430.0,504257.0,332173.0,0,2871560.0,17.560385295797406
47,Albania,ALB,2021-06-14,842535.0,507764.0,334771.0,0,2871560.0,17.682514034183512
48,Albania,ALB,2021-06-15,848430.0,507854.0,340576.0,0,2871560.0,17.685648219086488
49,Albania,ALB,2021-06-16,854227.0,509282.0,344945.0,1,2871560.0,17.735377286213765
50,Albania,ALB,2021-06-17,862628.0,511175.0,351453.0,0,2871560.0,17.801299642006434
51,Albania,ALB,2021-06-20,880912.0,515884.0,365028.0,0,2871560.0,17.965287160985667
52,Albania,ALB,2021-06-21,890052.0,519674.0,370378.0,0,2871560.0,18.097271169677807
53,Albania,ALB,2021-06-22,901429.0,525800.0,375629.0,1,2871560.0,18.310604688740614
54,Albania,ALB,2021-06-23,912874.0,532225.0,380649.0,0,2871560.0,18.534350666536657
55,Albania,ALB,2021-06-24,922886.0,537018.0,385868.0,0,2871560.0,18.701263424758668
56,Albania,ALB,2021-06-28,943439.0,547300.0,396139.0,0,2871560.0,19.059326637785734
57,Albania,ALB,2021-06-29,955498.0,556252.0,399246.0,0,2871560.0,19.371073562802103
58,Albania,ALB,2021-06-30,968034.0,564530.0,403504.0,0,2871560.0,19.65934892532282
59,Albania,ALB,2021-07-01,974486.0,567084.0,407402.0,0,2871560.0,19.74829012801404
60,Albania,ALB,2021-07-02,981499.0,569352.0,412147.0,0,2871560.0,19.827271587569125
61,Albania,ALB,2021-07-04,988550.0,571759.0,416791.0,0,2871560.0,19.91109362158548
62,Albania,ALB,2021-07-05,994081.0,574187.0,419894.0,0,2871560.0,19.99564696541253
63,Albania,ALB,2021-07-06,1000063.0,576905.0,423158.0,0,2871560.0,20.09029934948251
64,Albania,ALB,2021-07-07,1005663.0,579552.0,426111.0,0,2871560.0,20.18247920990681
65,Albania,ALB,2021-07-08,1011297.0,582106.0,429191.0,0,2871560.0,20.27142041259803
66,Albania,ALB,2021-07-09,1016554.0,584832.0,431722.0,0,2871560.0,20.36635139088161
67,Albania,ALB,2021-07-10,1021408.0,587238.0,434170.0,0,2871560.0,20.450138600621266
68,Albania,ALB,2021-07-11,1022802.0,587876.0,434926.0,0,2871560.0,20.47235648915572
69,Albania,ALB,2021-07-12,1029234.0,590476.0,438758.0,0,2871560.0,20.56289960857513
70,Albania,ALB,2021-07-13,1035667.0,592502.0,443165.0,0,2871560.0,20.63345359316887
71,Albania,ALB,2021-07-14,1043499.0,594669.0,448830.0,0,2871560.0,20.708917800777275
72,Albania,ALB,2021-07-15,1052108.0,596977.0,455131.0,0,2871560.0,20.789292231400353
73,Albania,ALB,2021-07-16,1060042.0,599387.0,460655.0,0,2871560.0,20.873218738246806
74,Albania,ALB,2021-07-17,1067135.0,601701.0,465434.0,0,2871560.0,20.95380211453008
75,Albania,ALB,2021-07-18,1069365.0,602460.0,466905.0,0,2871560.0,20.98023374054521
76,Albania,ALB,2021-07-20,1082424.0,609538.0,472886.0,0,2871560.0,21.2267199710262
77,Albania,ALB,2021-07-21,1095453.0,616592.0,478861.0,0,2871560.0,21.472370418866397
78,Albania,ALB,2021-07-22,1109785.0,624490.0,485295.0,0,2871560.0,21.74741255624121
79,Albania,ALB,2021-07-25,1138771.0,640047.0,498724.0,0,2871560.0,22.289173828859575
80,Albania,ALB,2021-07-29,1179769.0,660756.0,519013.0,1,2871560.0,23.01034977503517
81,Albania,ALB,2021-07-30,1190847.0,665632.0,525215.0,0,2871560.0,23.180152948223267
82,Albania,ALB,2021-07-31,1198933.0,670215.0,528718.0,0,2871560.0,23.339752608338323
83,Albania,ALB,2021-08-01,1203087.0,672765.0,530322.0,0,2871560.0,23.428554513922744
84,Albania,ALB,2021-08-02,1212761.0,677938.0,534823.0,0,2871560.0,23.608700497290673
85,Albania,ALB,2021-08-03,1221640.0,683052.0,538588.0,0,2871560.0,23.786791848333312
86,Albania,ALB,2021-08-04,1229405.0,687768.0,541637.0,0,2871560.0,23.95102313724944
87,Albania,ALB,2021-08-05,1238036.0,693000.0,545036.0,0,2871560.0,24.13322375294265
88,Albania,ALB,2021-08-08,1259952.0,706470.0,553482.0,1,2871560.0,24.602306760088595
89,Albania,ALB,2021-08-10,1280239.0,720232.0,560007.0,1,2871560.0,25.081558456030866
90,Albania,ALB,2021-08-13,1309995.0,742540.0,567455.0,0,2871560.0,25.858418420649404
91,Albania,ALB,2021-08-15,1321198.0,750965.0,570233.0,2,2871560.0,26.151812951844988
92,Albania,ALB,2021-08-16,1330754.0,757938.0,572816.0,1,2871560.0,26.394642633272507
93,Albania,ALB,2021-08-17,1340339.0,764997.0,575342.0,2,2871560.0,26.640467202496204
94,Albania,ALB,2021-08-19,1358228.0,776986.0,581242.0,3,2871560.0,27.057975455849782
95,Albania,ALB,2021-08-21,1373349.0,785724.0,587625.0,2,2871560.0,27.3622699856524
96,Albania,ALB,2021-08-22,1376763.0,787510.0,589253.0,2,2871560.0,27.424466143838195
97,Albania,ALB,2021-08-23,1386713.0,792663.0,594050.0,1,2871560.0,27.60391564167212
98,Albania,ALB,2021-08-24,1396390.0,797441.0,598949.0,0,2871560.0,27.770306035743637
99,Albania,ALB,2021-08-25,1405653.0,802394.0,603259.0,2,2871560.0,27.94279067823761
100,Albania,ALB,2021-08-26,1415907.0,807368.0,608539.0,3,2871560.0,28.116006630542284
101,Albania,ALB,2021-08-27,1427977.0,812555.0,615422.0,3,2871560.0,28.296640153784008
102,Albania,ALB,2021-08-29,1444764.0,818955.0,625809.0,3,2871560.0,28.519515524662552
103,Albania,ALB,2021-08-30,1458048.0,824170.0,633878.0,2,2871560.0,28.701124127651866
104,Albania,ALB,2021-08-31,1472316.0,830396.0,641920.0,3,2871560.0,28.917940074384656
105,Albania,ALB,2021-09-01,1485250.0,836613.0,648637.0,3,2871560.0,29.134442602627143
106,Albania,ALB,2021-09-02,1499898.0,844304.0,655594.0,3,2871560.0,29.402276114725094
107,Albania,ALB,2021-09-06,1539232.0,865281.0,673951.0,3,2871560.0,30.132784967056235
108,Albania,ALB,2021-09-07,1553626.0,872116.0,681510.0,4,2871560.0,30.370808898299185
109,Albania,ALB,2021-09-08,1567313.0,879459.0,687854.0,4,2871560.0,30.626523562105618
110,Albania,ALB,2021-09-09,1579402.0,885981.0,693421.0,5,2871560.0,30.85364749474153
111,Albania,ALB,2021-09-10,1589575.0,890978.0,698597.0,3,2871560.0,31.0276644054103
112,Albania,ALB,2021-09-11,1598196.0,895363.0,702833.0,4,2871560.0,31.180368858738806
113,Albania,ALB,2021-09-12,1601552.0,896926.0,704626.0,4,2871560.0,31.234799203220547
114,Albania,ALB,2021-09-13,1610157.0,900814.0,709343.0,4,2871560.0,31.370195991029266
115,Albania,ALB,2021-09-14,1618111.0,904594.0,713517.0,5,2871560.0,31.501831756954406
116,Albania,ALB,2021-09-15,1625636.0,908232.0,717404.0,5,2871560.0,31.628522475588184
117,Albania,ALB,2021-09-16,1632986.0,911372.0,721614.0,4,2871560.0,31.737870704425468
118,Albania,ALB,2021-09-17,1640239.0,914401.0,725838.0,6,2871560.0,31.843353438549084
119,Albania,ALB,2021-09-19,1649884.0,918307.0,731577.0,5,2871560.0,31.979377063338394
120,Albania,ALB,2021-09-20,1657595.0,921001.0,736594.0,6,2871560.0,32.07319366476759
121,Albania,ALB,2021-09-21,1665590.0,923771.0,741819.0,7,2871560.0,32.16965691122595
122,Albania,ALB,2021-09-22,1674093.0,926652.0,747441.0,7,2871560.0,32.269985652398
123,Albania,ALB,2021-09-23,1683644.0,929624.0,754020.0,7,2871560.0,32.37348340274973
124,Algeria,DZA,2021-08-20,4146091.0,3421279.0,724812.0,31,44805713.0,7.635809745958065
125,Algeria,DZA,2021-09-04,8000000.0,5000000.0,3000000.0,34,44805713.0,11.159291226991522
126,Algeria,DZA,2021-09-12,9989662.0,5815039.0,4174623.0,19,44805713.0,12.978342739462711
127,Andorra,AND,2021-03-08,3611.0,2439.0,1172.0,0,77355.0,3.152995927865038
128,Andorra,AND,2021-03-10,4914.0,3650.0,1264.0,0,77355.0,4.71850559110594
129,Andorra,AND,2021-03-15,8363.0,7098.0,1265.0,1,77355.0,9.175877448128757
130,Andorra,AND,2021-04-05,15269.0,9781.0,4484.0,0,77355.0,12.644302242906083
131,Andorra,AND,2021-04-19,26414.0,21733.0,4681.0,0,77355.0,28.095145756576823
132,Andorra,AND,2021-04-26,28503.0,23822.0,4681.0,0,77355.0,30.795682244198826
133,Andorra,AND,2021-05-03,28881.0,24182.0,4699.0,2,77355.0,31.261069097020233
134,Andorra,AND,2021-05-10,31633.0,26931.0,4702.0,0,77355.0,34.81481481481482
135,Andorra,AND,2021-05-17,32317.0,27613.0,4704.0,0,77355.0,35.69646435265981
136,Andorra,AND,2021-05-31,35916.0,27613.0,8303.0,0,77355.0,35.69646435265981
137,Andorra,AND,2021-06-07,41473.0,30535.0,10938.0,0,77355.0,39.47385430806024
138,Andorra,AND,2021-06-14,51107.0,34646.0,16416.0,0,77355.0,44.788313619029154
139,Andorra,AND,2021-06-21,63265.0,38667.0,24598.0,0,77355.0,49.98642621679271
140,Andorra,AND,2021-06-28,68329.0,41716.0,26613.0,0,77355.0,53.92799431193846
141,Andorra,AND,2021-07-12,70018.0,43008.0,27010.0,0,77355.0,55.59821601706418
142,Andorra,AND,2021-07-19,82349.0,48445.0,33904.0,0,77355.0,62.62685023592528
143,Andorra,AND,2021-08-01,86320.0,50747.0,35573.0,0,77355.0,65.60274061146661
144,Andorra,AND,2021-08-15,91660.0,51044.0,40616.0,0,77355.0,65.98668476504427
145,Andorra,AND,2021-08-29,93430.0,51599.0,41831.0,0,77355.0,66.70415616314395
146,Angola,AGO,2021-05-12,626572.0,586377.0,40195.0,3,34202233.0,1.7144406916355432
147,Angola,AGO,2021-05-18,681502.0,606287.0,75215.0,18,34202233.0,1.7726532650660556
148,Angola,AGO,2021-05-21,757535.0,630984.0,126551.0,8,34202233.0,1.8448620006769734
149,Angola,AGO,2021-05-26,859979.0,663049.0,196930.0,4,34202233.0,1.9386131893786
150,Angola,AGO,2021-05-31,909215.0,679034.0,230181.0,7,34202233.0,1.985349903908321
151,Angola,AGO,2021-06-08,1115919.0,740289.0,375630.0,3,34202233.0,2.164446397403351
152,Angola,AGO,2021-06-10,1222630.0,774926.0,447704.0,8,34202233.0,2.2657175629439164
153,Angola,AGO,2021-06-15,1314375.0,822109.0,492266.0,5,34202233.0,2.4036705439671144
154,Angola,AGO,2021-06-20,1380174.0,866381.0,513793.0,3,34202233.0,2.53311238479663
155,Angola,AGO,2021-06-24,1432699.0,909119.0,523580.0,3,34202233.0,2.6580691383512884
156,Angola,AGO,2021-06-28,1488292.0,943301.0,544991.0,2,34202233.0,2.7580099813950745
157,Angola,AGO,2021-07-05,1513460.0,951772.0,561688.0,3,34202233.0,2.782777370120834
158,Angola,AGO,2021-07-12,1558201.0,958373.0,599828.0,6,34202233.0,2.8020772795741142
159,Angola,AGO,2021-07-19,1592537.0,958373.0,634164.0,3,34202233.0,2.8020772795741142
160,Angola,AGO,2021-08-03,1680059.0,969946.0,710113.0,2,34202233.0,2.8359142515636333
161,Angola,AGO,2021-08-09,1695588.0,972978.0,722610.0,5,34202233.0,2.844779169827888
162,Angola,AGO,2021-08-16,1727488.0,1000191.0,727297.0,14,34202233.0,2.924344150278141
163,Angola,AGO,2021-08-20,1754073.0,1025762.0,728311.0,8,34202233.0,2.9991082745971585
164,Angola,AGO,2021-08-25,1841568.0,1110558.0,731010.0,3,34202233.0,3.2470336074255735
165,Angola,AGO,2021-09-01,2086325.0,1165755.0,920570.0,7,34202233.0,3.408417807106337
166,Angola,AGO,2021-09-11,2469333.0,1510880.0,958453.0,9,34202233.0,4.41748934930652
167,Angola,AGO,2021-09-19,2820134.0,1836547.0,983587.0,10,34202233.0,5.3696698692158495
168,Anguilla,AIA,2021-04-22,6898.0,6115.0,783.0,0,15117.0,40.451147714493615
169,Anguilla,AIA,2021-05-17,13235.0,8811.0,4424.0,0,15117.0,58.28537408215916
170,Anguilla,AIA,2021-05-28,14443.0,9004.0,5439.0,0,15117.0,59.56208242376133
171,Anguilla,AIA,2021-06-04,14557.0,9044.0,5513.0,0,15117.0,59.82668518886023
172,Anguilla,AIA,2021-06-11,14937.0,9119.0,5818.0,0,15117.0,60.32281537342066
173,Anguilla,AIA,2021-06-18,15198.0,9183.0,6015.0,0,15117.0,60.74617979757888
174,Anguilla,AIA,2021-06-25,15789.0,9264.0,6525.0,0,15117.0,61.282000396904145
175,Anguilla,AIA,2021-07-02,16460.0,9300.0,7160.0,0,15117.0,61.52014288549316
176,Anguilla,AIA,2021-07-09,16951.0,9321.0,7630.0,0,15117.0,61.65905933717008
177,Anguilla,AIA,2021-07-16,17807.0,9362.0,8445.0,0,15117.0,61.93027717139644
178,Anguilla,AIA,2021-07-23,18001.0,9398.0,8603.0,0,15117.0,62.16841965998545
179,Anguilla,AIA,2021-07-30,18193.0,9428.0,8765.0,0,15117.0,62.36687173380962
180,Anguilla,AIA,2021-08-06,18457.0,9492.0,8965.0,0,15117.0,62.79023615796785
181,Anguilla,AIA,2021-08-20,18458.0,9493.0,8965.0,0,15117.0,62.79685122709532
182,Anguilla,AIA,2021-09-03,18471.0,9493.0,8978.0,0,15117.0,62.79685122709532
183,Anguilla,AIA,2021-09-10,18481.0,9493.0,8988.0,0,15117.0,62.79685122709532
184,Anguilla,AIA,2021-09-17,18565.0,9498.0,9067.0,0,15117.0,62.82992657273269
185,Anguilla,AIA,2021-09-24,18584.0,9498.0,9086.0,0,15117.0,62.82992657273269
186,Antigua and Barbuda,ATG,2021-05-17,34441.0,31860.0,2581.0,0,98914.0,32.20979841074064
187,Antigua and Barbuda,ATG,2021-05-21,39519.0,32469.0,7050.0,0,98914.0,32.825484764542935
188,Antigua and Barbuda,ATG,2021-05-25,42009.0,32759.0,9250.0,0,98914.0,33.118668742544024
189,Antigua and Barbuda,ATG,2021-05-26,44230.0,32876.0,11354.0,0,98914.0,33.23695331297895
190,Antigua and Barbuda,ATG,2021-05-27,45939.0,33024.0,12915.0,0,98914.0,33.386578239682954
191,Antigua and Barbuda,ATG,2021-05-29,48347.0,33214.0,15133.0,0,98914.0,33.578664294235395
192,Antigua and Barbuda,ATG,2021-05-31,50329.0,33463.0,16866.0,0,98914.0,33.830398123622544
193,Antigua and Barbuda,ATG,2021-06-03,51811.0,33632.0,18179.0,0,98914.0,34.001253614250764
194,Antigua and Barbuda,ATG,2021-06-06,55578.0,34084.0,21494.0,0,98914.0,34.45821622823867
195,Antigua and Barbuda,ATG,2021-06-07,57264.0,34368.0,22896.0,0,98914.0,34.74533433083285
196,Antigua and Barbuda,ATG,2021-06-09,58074.0,34644.0,23430.0,0,98914.0,35.02436459955113
197,Antigua and Barbuda,ATG,2021-06-12,58727.0,34883.0,23844.0,0,98914.0,35.265988636593406
198,Antigua and Barbuda,ATG,2021-06-15,59582.0,35257.0,24325.0,0,98914.0,35.64409487029137
199,Antigua and Barbuda,ATG,2021-06-17,62204.0,35611.0,26593.0,0,98914.0,36.00198151929959
200,Antigua and Barbuda,ATG,2021-06-20,62809.0,35768.0,27041.0,0,98914.0,36.16070525911398
201,Antigua and Barbuda,ATG,2021-06-29,63995.0,36432.0,27563.0,0,98914.0,36.83199547081303
202,Antigua and Barbuda,ATG,2021-07-01,64455.0,36583.0,27872.0,0,98914.0,36.9846533352205
203,Antigua and Barbuda,ATG,2021-07-04,64696.0,36692.0,28004.0,0,98914.0,37.094850071779526
204,Antigua and Barbuda,ATG,2021-07-06,64823.0,36749.0,28074.0,0,98914.0,37.15247588814526
205,Antigua and Barbuda,ATG,2021-07-08,65077.0,36826.0,28251.0,0,98914.0,37.23032128920072
206,Antigua and Barbuda,ATG,2021-07-09,65337.0,36908.0,28429.0,0,98914.0,37.31322158642861
207,Antigua and Barbuda,ATG,2021-07-13,65656.0,37045.0,28611.0,0,98914.0,37.45172574155327
208,Antigua and Barbuda,ATG,2021-07-15,65757.0,37092.0,28665.0,0,98914.0,37.49924176557414
209,Antigua and Barbuda,ATG,2021-07-18,66124.0,37316.0,28808.0,0,98914.0,37.72570111409912
210,Antigua and Barbuda,ATG,2021-07-20,66408.0,37448.0,28960.0,0,98914.0,37.859150373051335
211,Antigua and Barbuda,ATG,2021-07-21,66522.0,37498.0,29024.0,0,98914.0,37.90969933477567
212,Antigua and Barbuda,ATG,2021-07-22,67847.0,37555.0,30292.0,0,98914.0,37.967325151141395
213,Antigua and Barbuda,ATG,2021-07-25,68271.0,37841.0,30430.0,0,98914.0,38.256465212204546
214,Antigua and Barbuda,ATG,2021-07-28,68715.0,38067.0,30648.0,0,98914.0,38.484946519198495
215,Antigua and Barbuda,ATG,2021-07-29,68850.0,38146.0,30704.0,0,98914.0,38.56481387872293
216,Antigua and Barbuda,ATG,2021-08-02,69290.0,38362.0,30928.0,0,98914.0,38.78318539337202
217,Antigua and Barbuda,ATG,2021-08-04,69518.0,38462.0,31056.0,0,98914.0,38.88428331682067
218,Antigua and Barbuda,ATG,2021-08-07,69903.0,38605.0,31298.0,0,98914.0,39.028853347352246
219,Antigua and Barbuda,ATG,2021-08-10,70019.0,38605.0,31414.0,0,98914.0,39.028853347352246
220,Antigua and Barbuda,ATG,2021-08-14,71065.0,39039.0,32026.0,0,98914.0,39.4676183351194
221,Antigua and Barbuda,ATG,2021-08-16,71434.0,39186.0,32248.0,0,98914.0,39.61623228258892
222,Antigua and Barbuda,ATG,2021-08-19,71600.0,39230.0,32370.0,0,98914.0,39.660715368906324
223,Antigua and Barbuda,ATG,2021-08-22,72282.0,39466.0,32816.0,0,98914.0,39.89930646824514
224,Antigua and Barbuda,ATG,2021-08-24,72902.0,39808.0,33094.0,0,98914.0,40.245061366439536
225,Antigua and Barbuda,ATG,2021-08-28,73700.0,40309.0,33391.0,0,98914.0,40.75156196291728
226,Antigua and Barbuda,ATG,2021-08-30,74637.0,40795.0,33842.0,1,98914.0,41.242897870877734
227,Antigua and Barbuda,ATG,2021-08-31,75069.0,41061.0,34008.0,0,98914.0,41.51181834725114
228,Antigua and Barbuda,ATG,2021-09-07,77997.0,42938.0,35059.0,0,98914.0,43.409426370382356
229,Antigua and Barbuda,ATG,2021-09-10,79390.0,43681.0,35709.0,0,98914.0,44.16058394160584
230,Antigua and Barbuda,ATG,2021-09-13,79922.0,43949.0,35973.0,0,98914.0,44.431526376448225
231,Antigua and Barbuda,ATG,2021-09-17,81915.0,45099.0,36816.0,0,98914.0,45.59415249610773
232,Argentina,ARG,2021-01-20,247933.0,243539.0,4394.0,425,45708424.0,0.5328098820471255
233,Argentina,ARG,2021-01-21,265724.0,249372.0,16352.0,234,45708424.0,0.5455712058678724
234,Argentina,ARG,2021-01-22,279602.0,254456.0,25146.0,150,45708424.0,0.5566938820730288
235,Argentina,ARG,2021-01-23,288064.0,258876.0,29188.0,139,45708424.0,0.5663638720074882
236,Argentina,ARG,2021-01-24,292023.0,260036.0,31987.0,220,45708424.0,0.5689016974201517
237,Argentina,ARG,2021-01-25,292386.0,260122.0,32264.0,162,45708424.0,0.5690898465455733
238,Argentina,ARG,2021-01-26,305880.0,266969.0,38911.0,90,45708424.0,0.5840695798218726
239,Argentina,ARG,2021-01-27,318033.0,272323.0,45710.0,207,45708424.0,0.5957829567696318
240,Argentina,ARG,2021-01-28,327999.0,276548.0,51451.0,219,45708424.0,0.6050263295011002
241,Argentina,ARG,2021-01-29,344034.0,278451.0,65583.0,182,45708424.0,0.6091896758461853
242,Argentina,ARG,2021-01-30,366384.0,281023.0,85361.0,166,45708424.0,0.6148166473646083
243,Argentina,ARG,2021-02-01,375851.0,281577.0,94274.0,156,45708424.0,0.6160286777772079
244,Argentina,ARG,2021-02-03,396562.0,284196.0,112366.0,275,45708424.0,0.6217584749804544
245,Argentina,ARG,2021-02-04,444018.0,297717.0,146301.0,177,45708424.0,0.6513394555016817
246,Argentina,ARG,2021-02-06,471383.0,307501.0,163882.0,161,45708424.0,0.6727447001891818
247,Argentina,ARG,2021-02-07,501152.0,319316.0,181836.0,285,45708424.0,0.6985933271293712
248,Argentina,ARG,2021-02-08,511582.0,322318.0,189264.0,125,45708424.0,0.7051610442749021
249,Argentina,ARG,2021-02-09,513178.0,322975.0,190203.0,61,45708424.0,0.7065984160819021
250,Argentina,ARG,2021-02-10,535303.0,337772.0,197531.0,227,45708424.0,0.7389710045570593
251,Argentina,ARG,2021-02-11,572928.0,362649.0,210279.0,158,45708424.0,0.7933964207560514
252,Argentina,ARG,2021-02-12,591632.0,368023.0,223609.0,118,45708424.0,0.8051535533143738
253,Argentina,ARG,2021-02-13,606245.0,371629.0,234616.0,200,45708424.0,0.8130426898989123
254,Argentina,ARG,2021-02-14,609605.0,372122.0,237483.0,314,45708424.0,0.8141212656992943
255,Argentina,ARG,2021-02-15,609791.0,372181.0,237610.0,48,45708424.0,0.8142503447504557
256,Argentina,ARG,2021-02-16,611169.0,373253.0,237916.0,0,45708424.0,0.8165956454766412
257,Argentina,ARG,2021-02-17,612322.0,374002.0,238320.0,91,45708424.0,0.8182342930922317
258,Argentina,ARG,2021-02-18,635583.0,392399.0,243184.0,105,45708424.0,0.8584828914687586
259,Argentina,ARG,2021-02-19,668654.0,414958.0,253696.0,184,45708424.0,0.9078370324034799
260,Argentina,ARG,2021-02-20,707148.0,445614.0,261534.0,241,45708424.0,0.9749056322746984
261,Argentina,ARG,2021-02-21,720267.0,456929.0,263338.0,143,45708424.0,0.9996603689508088
262,Argentina,ARG,2021-02-22,722234.0,458822.0,263412.0,122,45708424.0,1.0038018374906124
263,Argentina,ARG,2021-02-23,746615.0,481689.0,264926.0,237,45708424.0,1.0538298148280063
264,Argentina,ARG,2021-02-24,780455.0,513394.0,267061.0,151,45708424.0,1.1231933964732628
265,Argentina,ARG,2021-02-25,829832.0,558831.0,271001.0,14,45708424.0,1.222599580331188
266,Argentina,ARG,2021-02-26,903915.0,620635.0,283280.0,156,45708424.0,1.3578131680934789
267,Argentina,ARG,2021-02-27,984895.0,694470.0,290425.0,207,45708424.0,1.5193479433900412
268,Argentina,ARG,2021-02-28,1025003.0,731571.0,293432.0,59,45708424.0,1.6005167887652394
269,Argentina,ARG,2021-03-01,1049169.0,755212.0,293957.0,19,45708424.0,1.652238108231428
270,Argentina,ARG,2021-03-02,1126108.0,823446.0,302662.0,112,45708424.0,1.8015191247897762
271,Argentina,ARG,2021-03-03,1181292.0,874916.0,306376.0,115,45708424.0,1.91412418857408
272,Argentina,ARG,2021-03-04,1252461.0,941695.0,310766.0,261,45708424.0,2.0602219844639578
273,Argentina,ARG,2021-03-05,1357596.0,1030504.0,327092.0,52,45708424.0,2.2545165853891618
274,Argentina,ARG,2021-03-07,1526078.0,1182874.0,343204.0,86,45708424.0,2.58786870446463
275,Argentina,ARG,2021-03-08,1546699.0,1202998.0,343701.0,10,45708424.0,2.631895599813286
276,Argentina,ARG,2021-03-09,1648957.0,1301787.0,347170.0,241,45708424.0,2.848024250409509
277,Argentina,ARG,2021-03-10,1774438.0,1424984.0,349454.0,131,45708424.0,3.1175522481370175
278,Argentina,ARG,2021-03-11,1919074.0,1564555.0,354519.0,107,45708424.0,3.422902964232589
